longitude,latitude,fuel_type_code,fuel_type_label,flammability
153.01800169473486,-27.472382092516973,950,Built-up,0.15
153.01891112701227,-27.472250700790735,950,Built-up,0.15
153.02254883462487,-27.47172507752977,632,Open grassland,0.78
153.0234582561533,-27.471593657625622,950,Built-up,0.15
153.02436767553172,-27.47146223208596,950,Built-up,0.15
153.02527709275998,-27.471330800910774,950,Built-up,0.15
153.02618650783805,-27.4711993641001,950,Built-up,0.15
153.02709592076584,-27.47106792165397,950,Built-up,0.15
153.0280053315432,-27.4709364735724,950,Built-up,0.15
153.0289147401701,-27.470805019855387,950,Built-up,0.15
153.0298241466465,-27.470673560502977,950,Built-up,0.15
153.01087709175235,-27.474224446463282,950,Built-up,0.15
153.01178654751948,-27.474093098899214,950,Built-up,0.15
153.01269600113764,-27.473961745699324,950,Built-up,0.15
153.0136054526067,-27.473830386863654,950,Built-up,0.15
153.01451490192662,-27.47369902239221,950,Built-up,0.15
153.01542434909726,-27.473567652285006,950,Built-up,0.15
153.0163337941186,-27.4734362765421,950,Built-up,0.15
153.0172432369905,-27.473304895163466,950,Built-up,0.15
153.01815267771295,-27.47317350814914,950,Built-up,0.15
153.01906211628577,-27.47304211549914,950,Built-up,0.15
153.02269984907957,-27.472516488542823,632,Open grassland,0.78
153.02360927690322,-27.472385067714765,950,Built-up,0.15
153.02451870257676,-27.472253641251132,950,Built-up,0.15
153.02542812610014,-27.47212220915195,950,Built-up,0.15
153.02633754747325,-27.471990771417268,950,Built-up,0.15
153.02724696669603,-27.471859328047085,950,Built-up,0.15
153.0281563837684,-27.471727879041417,950,Built-up,0.15
153.0290657986902,-27.471596424400293,950,Built-up,0.15
153.02997521146145,-27.4714649641237,950,Built-up,0.15
153.01102802651434,-27.475015869259764,950,Built-up,0.15
153.01193748857733,-27.474884520772164,950,Built-up,0.15
153.01284694849133,-27.47475316664872,950,Built-up,0.15
153.01375640625616,-27.474621806889456,950,Built-up,0.15
153.0146658618718,-27.474490441494364,950,Built-up,0.15
153.01557531533817,-27.47435907046352,950,Built-up,0.15
153.0164847666551,-27.474227693796912,950,Built-up,0.15
153.0173942158226,-27.474096311494552,950,Built-up,0.15
153.0183036628406,-27.47396492355646,950,Built-up,0.15
153.01921310770894,-27.473833529982674,950,Built-up,0.15
153.02012255042754,-27.4737021307732,633,Sparse grassland,0.55
153.0237602998032,-27.47317647757883,940,Wildland urban interface 3,0.4
153.02466973177198,-27.473045050191203,950,Built-up,0.15
153.02557916159054,-27.472913617168,950,Built-up,0.15
153.0264885892588,-27.472782178509252,950,Built-up,0.15
153.02739801477668,-27.47265073421499,950,Built-up,0.15
153.02830743814405,-27.472519284285188,950,Built-up,0.15
153.0292168593609,-27.472387828719892,950,Built-up,0.15
153.03012627842708,-27.472256367519115,950,Built-up,0.15
153.0111789634253,-27.47580729183184,950,Built-up,0.15
153.01208843178426,-27.475675942420654,950,Built-up,0.15
153.01299789799413,-27.475544587373612,950,Built-up,0.15
153.01390736205482,-27.47541322669073,950,Built-up,0.15
153.0148168239663,-27.475281860371993,950,Built-up,0.15
153.0157262837284,-27.47515048841744,950,Built-up,0.15
153.01663574134108,-27.47501911082708,950,Built-up,0.15
153.0175451968043,-27.474887727600958,950,Built-up,0.15
153.0184546501179,-27.474756338739077,950,Built-up,0.15
153.0193641012818,-27.474624944241473,632,Open grassland,0.78
153.02027355029597,-27.474493544108114,950,Built-up,0.15
153.02391132485332,-27.473967887217952,632,Open grassland,0.78
153.02482076311742,-27.47383645890629,940,Wildland urban interface 3,0.4
153.02573019923128,-27.473705024959035,632,Open grassland,0.78
153.02663963319475,-27.473573585376204,950,Built-up,0.15
153.0275490650078,-27.473442140157793,950,Built-up,0.15
153.0284584946703,-27.473310689303826,950,Built-up,0.15
153.02936792218222,-27.473179232814335,950,Built-up,0.15
153.03027734754346,-27.473047770689327,632,Open grassland,0.78
153.01132990248524,-27.47659871417964,950,Built-up,0.15
153.01223937714025,-27.476467363844854,950,Built-up,0.15
153.01314884964611,-27.476336007874178,950,Built-up,0.15
153.01405832000276,-27.476204646267597,950,Built-up,0.15
153.01496778821013,-27.476073279025158,950,Built-up,0.15
153.01587725426808,-27.475941906146883,950,Built-up,0.15
153.01678671817658,-27.475810527632767,950,Built-up,0.15
153.01769617993554,-27.47567914348284,950,Built-up,0.15
153.01860563954486,-27.475547753697114,950,Built-up,0.15
153.01951509700444,-27.47541635827564,950,Built-up,0.15
153.02042455231424,-27.475284957218385,950,Built-up,0.15
153.02133400547413,-27.47515355052542,800,Wetlands,0.1
153.02497179661316,-27.474627867396553,434,Low woodland with sparse understory,0.58
153.02588123902234,-27.474496432525182,434,Low woodland with sparse understory,0.58
153.0267906792811,-27.47436499201822,950,Built-up,0.15
153.02770011738943,-27.474233545875634,950,Built-up,0.15
153.02860955334717,-27.47410209409747,950,Built-up,0.15
153.02951898715426,-27.47397063668376,230,Low open forest,0.75
153.03042841881063,-27.473839173634477,230,Low open forest,0.75
153.01148084369427,-27.4773901363033,950,Built-up,0.15
153.01239032464537,-27.477258785044885,950,Built-up,0.15
153.01329980344732,-27.477127428150528,950,Built-up,0.15
153.01420928009998,-27.476996065620256,950,Built-up,0.15
153.01511875460332,-27.476864697454086,950,Built-up,0.15
153.01602822695722,-27.47673332365202,950,Built-up,0.15
153.01693769716164,-27.47660194421408,950,Built-up,0.15
153.0178471652164,-27.476470559140342,950,Built-up,0.15
153.01875663112153,-27.476339168430734,950,Built-up,0.15
153.0196660948769,-27.47620777208536,950,Built-up,0.15
153.02057555648238,-27.476076370104167,950,Built-up,0.15
153.02148501593797,-27.47594496248723,800,Wetlands,0.1
153.02512283225917,-27.475419275662126,533,Open shrubland with sparse understory,0.55
153.0260322809638,-27.475287839866628,950,Built-up,0.15
153.026941727518,-27.475156398435477,950,Built-up,0.15
153.0278511719216,-27.475024951368678,950,Built-up,0.15
153.02876061417464,-27.474893498666297,220,Open forest,0.82
